datetime,location,address,timestamp,latitude,longitude,accuracy,magNorth,trueNorth,gpsHeading,illuminance,battery
2015-07-21 11:40:00,CAMBRIDGE STREET,1653 Cambridge St,1437493200,42.37495926,-71.1100679,4,241.711303710938,208.439605712891,115.762049318439,4000,99
2015-07-21 11:40:00,CAMBRIDGE STREET,1653 Cambridge St,1437493200,42.37495926,-71.1100679,4,232.468322753906,199.196640014648,115.762049318439,4000,99
2015-07-21 11:40:05,CAMBRIDGE STREET,1653 Cambridge St,1437493205,42.3749059438705,-71.109990477562,4,182.940948486328,149.669250488281,18.7907254961777,4000,99
2015-07-21 11:40:09,CAMBRIDGE STREET,1642 Cambridge St,1437493209,42.3749166727066,-71.1099046468735,4,115.296089172363,82.0243988037109,3.43382242518783,4000,99
2015-07-21 11:40:09,CAMBRIDGE STREET,1642 Cambridge St,1437493209,42.3749166727066,-71.1099046468735,4,115.296089172363,82.0243988037109,3.43382242518783,4000,99
2015-07-21 11:40:10,CAMBRIDGE STREET,1642 Cambridge St,1437493210,42.3749166727066,-71.1099046468735,4,118.025291442871,84.7536010742188,3.43382242518783,4000,99
2015-07-21 11:40:14,CAMBRIDGE STREET,1638 Cambridge St,1437493214,42.3749005794525,-71.1097812652588,4,108.118507385254,74.8468170166016,282.251245321895,4000,99
2015-07-21 11:40:14,CAMBRIDGE STREET,1638 Cambridge St,1437493214,42.3749005794525,-71.1097812652588,4,108.118507385254,74.8468170166016,282.251245321895,4000,99
2015-07-21 11:40:15,CAMBRIDGE STREET,1638 Cambridge St,1437493215,42.3749005794525,-71.1097812652588,4,112.835113525391,79.5634231567383,282.251245321895,4000,99
2015-07-21 11:40:20,CAMBRIDGE STREET,1638 Cambridge St,1437493220,42.3748737573624,-71.1097007989883,3,127.894798278809,94.6231079101563,240.279471217937,4000,99
2015-07-21 11:40:25,CAMBRIDGE STREET,1638 Cambridge St,1437493225,42.3748308420181,-71.1095827817917,4,129.356170654297,96.08447265625,208.894840174638,4000,99
2015-07-21 11:40:29,CAMBRIDGE STREET,1632 Cambridge St,1437493229,42.374804019928,-71.1095076799393,4,99.0038604736328,65.7321701049805,198.847995671099,4000,99
2015-07-21 11:40:30,CAMBRIDGE STREET,1632 Cambridge St,1437493230,42.374804019928,-71.1095076799393,4,124.068313598633,90.7966232299805,198.847995671099,4000,99
2015-07-21 11:40:34,CAMBRIDGE STREET,1628 Cambridge St,1437493234,42.37475873,-71.10939898,4,88.9636383056641,55.691951751709,190.897226397055,4000,99
2015-07-21 11:40:35,CAMBRIDGE STREET,1628 Cambridge St,1437493235,42.37475873,-71.10939898,4,143.769683837891,110.498001098633,190.897226397055,4000,99
2015-07-21 11:40:40,CAMBRIDGE STREET,1628 Cambridge St,1437493240,42.3747342824936,-71.1092931032181,4,122.693809509277,89.422119140625,203.823240360067,4000,99
2015-07-21 11:40:45,CAMBRIDGE STREET,1628 Cambridge St,1437493245,42.3747020959854,-71.1092340946198,4,91.4267578125,58.1550636291504,195.110265905886,4000,99
2015-07-21 11:40:50,CAMBRIDGE STREET,1628 Cambridge St,1437493250,42.3746699094772,-71.1091214418411,4,81.0291748046875,47.7574882507324,191.14062125321,4000,99
2015-07-21 11:40:55,CAMBRIDGE STREET,1618 Cambridge St,1437493255,42.3746484518051,-71.1090409755707,4,138.821365356445,105.549674987793,190.573061194287,4000,99
2015-07-21 11:40:55,CAMBRIDGE STREET,1618 Cambridge St,1437493255,42.3746484518051,-71.1090409755707,4,121.6181640625,88.3464736938477,190.573061194287,4000,99
2015-07-21 11:41:00,CAMBRIDGE STREET,1616 Cambridge St,1437493260,42.374626994133,-71.1089444160461,4,76.0560455322266,42.7843589782715,190.130742958663,4000,99
2015-07-21 11:41:00,CAMBRIDGE STREET,1616 Cambridge St,1437493260,42.3746162652969,-71.1089068651199,4,136.611206054688,103.33952331543,189.436641495413,4000,99
2015-07-21 11:41:05,CAMBRIDGE STREET,1616 Cambridge St,1437493265,42.3746055364609,-71.1088317632675,4,144.663360595703,111.391670227051,209.18771433228,4000,99
2015-07-21 11:41:10,CAMBRIDGE STREET,1610 Cambridge St,1437493270,42.3746055364609,-71.1087566614151,4,87.0523834228516,53.7806930541992,235.793559634313,4000,99
2015-07-21 11:41:10,CAMBRIDGE STREET,1610 Cambridge St,1437493270,42.3746055364609,-71.1087137460709,4,157.853637695313,124.581939697266,244.345476875074,4000,99
