datetime,timestamp,latitude,longitude,accuracy,location,magNorth,trueNorth,accelX,accelY,accelZ,pitch,roll,yaw,illuminance,noise,battery
2015-07-14 19:44:00,130813910404538239,42.3677122592926,-71.0998088121414,7,HARVARD STREET,268.825866699219,235.527862548828,-0.1544927,-1.16837,0.6126109,110.8938,7.902146,111.3226,27.195,0,72
2015-07-14 19:45:20,130813911201237568,42.36800279,-71.10131073,11,SCOUTING WAY & HARVARD STREET,273.872375488281,240.574401855469,0.1035719,-0.7108915,0.4053773,116.0423,1.427045,117.3813,27.195,0,72
2015-07-14 19:45:26,130813911261581639,42.3680824041367,-71.1014181375504,7,HARVARD STREET,273.664794921875,240.366821289063,-0.01373021,-0.8008231,0.5265895,122.8282,9.176693,108.7509,13.475,0,72
2015-07-14 19:46:35,130813911956676324,42.3686563968658,-71.1025768518448,5,JACKSON GARDENS,263.088623046875,229.790634155273,-0.02546041,-0.452827,0.3506364,114.4344,3.948614,126.1787,13.475,0,70
2015-07-14 19:46:40,130813912006893549,42.3686510324478,-71.1026680469513,6,HARVARD STREET,260.818725585938,227.520721435547,-0.3812766,-0.8907546,0.9175963,118.419,12.79934,117.9957,23.765,0,70
2015-07-14 19:47:36,130813912561288207,42.3690265417099,-71.1036550998688,6,INMAN STREET,274.184387207031,240.886383056641,-0.1075718,-0.4098162,0.1551329,113.6748,6.735686,111.7654,6.615,0,70
2015-07-14 19:47:46,130813912661639952,42.3690909147263,-71.1037838459015,6,HARVARD STREET,278.531433105469,245.233428955078,-0.06456109,-1.238751,0.4092874,112.1673,10.78326,103.1452,6.615,0,70
2015-07-14 19:49:00,130813913406634104,42.3695307970047,-71.1050122976303,6,HARVARD STREET & CLINTON STREET,258.3271484375,225.029144287109,-0.3773666,-0.8985748,1.058359,120.9441,2.672994,131.8551,16.905,0,70
2015-07-14 19:49:05,130813913456920922,42.3695468902588,-71.1050981283188,7,HARVARD STREET,253.066909790039,219.768920898438,-0.1623128,-0.7890929,0.8198445,119.5226,4.172925,135.4382,16.905,0,70
2015-07-14 19:49:30,130813913708655664,42.369766831398,-71.1057257652283,8,LEE STREET,246.241714477539,212.943725585938,0.02146041,-0.3081544,0.2489746,113.6355,7.62956,139.0804,6.615,0,70
2015-07-14 19:49:40,130813913809078744,42.3698365688324,-71.1059188842773,7,HARVARD STREET,256.851196289063,223.553192138672,0.03710068,-0.280784,0.2958954,116.4501,10.12889,125.1625,13.475,0,70
2015-07-14 19:50:31,130813914313228686,42.3701906204224,-71.106932759285,6,HANCOCK STREET,239.158233642578,205.860244750977,-0.09193157,-0.4489169,0.4131975,115.003,6.338388,147.8045,20.335,0,70
2015-07-14 19:50:46,130813914464399266,42.3701852560043,-71.1072438955307,6,HARVARD STREET,246.701538085938,213.403549194336,0.07620137,-0.5036579,0.1864135,112.7951,11.19445,134.4806,30.625,0,70
2015-07-14 19:52:51,130813915714820126,42.3708826303482,-71.1095184087753,5,DANA STREET,95.8457336425781,62.5477485656738,-0.2366041,-0.6717908,0.9606071,120.5347,6.34112,290.1006,27.195,0,69
2015-07-14 19:53:06,130813915865778501,42.3709952831268,-71.109824180603,7,HARVARD STREET,85.4816436767578,52.183650970459,0.02537048,-0.9806862,0.671262,125.3193,13.65631,291.2342,44.345,0,69
2015-07-14 19:53:57,130813916370111252,42.3712474107742,-71.1105537414551,7,ELLERY STREET,93.8192291259766,60.5212440490723,0.08011144,-0.2768739,0.04565103,118.0561,8.385771,289.9955,34.055,0,67
2015-07-14 19:55:51,130813917519168513,42.3727816343308,-71.1097812652588,7,BROADWAY,256.637939453125,223.339950561523,-0.005910069,-0.4293666,0.3701867,115.184,9.935944,125.7045,34.055,0,67
2015-07-14 19:56:07,130813917670110471,42.3730659484863,-71.1097973585129,6,ELLERY STREET,258.297515869141,224.999526977539,-0.002,-0.5544888,0.4053773,118.5732,4.535122,129.8396,85.26,0,67
2015-07-14 19:56:42,130813918022379510,42.3736184835434,-71.1101567745209,4,TROWBRIDGE STREET,266.858917236328,233.560928344727,-0.2757048,-1.008057,0.9136862,119.5735,8.651582,116.5157,71.54,0,67
2015-07-14 19:58:32,130813919121453108,42.3746001720428,-71.1108863353729,5,CAMBRIDGE STREET,110.84497833252,77.546989440918,0.03710068,-0.3589853,0.1121222,116.9796,4.251342,277.6848,40.915,0,67
