datetime,timestamp,latitude,longitude,accuracy,location,magNorth,trueNorth,accelX,accelY,accelZ,pitch,roll,yaw,illuminance,noise,battery
2015-07-14 13:37:27,130813690478883126,42.3745411634445,-71.1086601018906,3,ELLERY STREET,332.604705810547,299.333679199219,0.4320176,0.08285239,-0.3140753,-3.388948,49.87611,60.66631,2829.505,0,89
2015-07-14 13:37:28,130813690488929806,42.3745411634445,-71.1086601018906,3,ELLERY STREET,333.324890136719,300.053863525391,0.3225357,0.09067252,-0.2358739,-2.248266,50.08689,59.94614,2768.01,0,89
2015-07-14 13:37:29,130813690498943040,42.374439239502,-71.1086976528168,4,ELLERY STREET,332.763885498047,299.492858886719,0.2912551,0.07112218,-0.2280538,-2.553247,49.68817,60.53611,2645.02,0,89
2015-07-14 13:37:30,130813690508974767,42.374439239502,-71.1086976528168,4,ELLERY STREET,332.722991943359,299.451965332031,0.2638846,0.02420137,-0.2202336,-2.755776,51.61367,60.58715,2621.01,0,89
2015-07-14 13:37:31,130813690518976523,42.374439239502,-71.1086976528168,4,ELLERY STREET,333.107177734375,299.836151123047,0.1974135,0.004651025,-0.1537625,-1.003956,53.81556,60.17791,2467.395,0,89
2015-07-14 13:37:32,130813690529048788,42.374439239502,-71.1086976528168,4,ELLERY STREET,333.219421386719,299.948394775391,0.2130538,0.008561093,-0.2163236,-5.734066,55.84875,60.05161,2060.695,0,89
2015-07-14 13:37:33,130813690539248000,42.374439239502,-71.1086976528168,4,ELLERY STREET,333.981903076172,300.710876464844,0.1661329,0.0202913,-0.1733128,-5.190725,54.80741,59.28914,2142.525,0,89
2015-07-14 13:37:34,130813690549398394,42.374439239502,-71.1086976528168,4,ELLERY STREET,334.544372558594,301.273345947266,0.1074819,0.02420137,-0.1811329,-5.855958,55.55615,58.72667,2340.73,0,89
2015-07-14 13:37:35,130813690559421895,42.374439239502,-71.1086976528168,4,ELLERY STREET,334.704895019531,301.433868408203,0.1661329,-0.05008993,-0.1224819,-2.855975,55.9444,58.56613,2863.805,0,89
2015-07-14 13:37:36,130813690569527074,42.374439239502,-71.1086976528168,4,ELLERY STREET,335.100494384766,301.829467773438,0.08793158,-0.06182014,-0.0872913,-3.755047,56.55037,58.17054,2484.3,0,89
2015-07-14 13:37:37,130813690579631668,42.374439239502,-71.1086976528168,4,ELLERY STREET,335.421966552734,302.150939941406,0.05274096,-0.06182014,-0.08338124,-3.297301,56.54583,57.84906,2118.76,0,89
2015-07-14 13:37:38,130813690589689273,42.3743641376495,-71.108729839325,4,ELLERY STREET,335.057220458984,301.786193847656,0.03710068,-0.04617986,-0.1303021,-3.964788,55.82955,58.21381,2645.02,0,89
